Name	Type	Category	Base Power	Accuracy	Priority	Description	Max PP	Makes Contact?	Level	Range	Natural Users	Flavor Text	Porting Status	Meta
Steam Eruption	Water	Special	110	19	0	Steam Eruption deals damage and has a 30% chance (a d20 rolls 15 or higher) of burning the target. Fire type Pokémon, those with the ability Water Veil or those behind a Substitute cannot be burned.	5	No	72	Single adjacent Pokémon	1	The user immerses the target in superheated steam. This may also leave the target with a burn.	OK	
Steamroller	Bug	Physical	65	20	0	Steamroller deals damage and has a 30% chance (a d20 rolls 15 or higher) of causing the target to flinch. Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch. If the target has used Minimize, Steamroller ignores accuracy and deals double damage.	20	Yes	19	Single adjacent Pokémon	6	The user crushes its target by rolling over the target with its rolled-up body. This may also make the target flinch.	OK	
Steel Beam	Steel	Special	140	19	0	Steel Beam deals damage but the user loses 50% of its HP.	5	No	41	Single Pokémon within 10m	0	The user fires a beam of steel that it collected from its entire body. This also damages the user.	OK	
Steel Roller	Steel	Physical	130	20	0	The user attacks while destroying the terrain. This move fails if a terrain-affecting Move has not been used.	5	Yes	50	Single adjacent Pokémon	0		OK	
Steel Wing	Steel	Physical	70	18	0	Steel Wing deals damage and has a 10% chance (a d20 rolls 19 or higher) of raising the user's Defense by one stage.	25	Yes	40	Single adjacent Pokémon	5	The target is hit with wings of steel. This may also raise the user’s Defense stat.	OK	
Sticky Web	Bug	Status			0	Sticky Web sets up a sticky net on the terrain, which lowers the Speed of Pokémon who touch it by two stages. Raised Pokémon are not affected. Raised Pokémon are any Flying types or those under the effects of Levitate, Magnet Rise or Telekinesis.	20	No	29	5m diameter circle within 10m	6	The user weaves a sticky net around the opposing team, which lowers their Speed stats upon switching into battle.	OK	
Stockpile	Normal	Status			0	Stockpile raises the user's Defense and Special Defense by one stage each and charges up power for use with companion moves Spit Up or Swallow. Stockpile can be used up to three times before its companion moves, which will attack or recover HP respectively. The power of Spit Up and HP gained from Swallow varies depending on how many times Stockpile was used. After one of those moves is used, the user loses the Defense and Special Defense boosts.	20	No	20	Self	19	The user charges up power and raises both its Defense and Sp. Def stats. The move can be used three times.	OK	
Stomp	Normal	Physical	65	20	0	Stomp deals damage and has a 30% chance (a d20 rolls 15 or higher) of causing the target to flinch. Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch. If the target has used Minimize, Stomp ignores accuracy and deals double damage.	20	Yes	23	Single adjacent Pokémon	42	The target is stomped with a big foot. This may also make the target flinch.	OK	
Stomping Tantrum	Ground	Physical	75	20	0	Driven by frustration, the user attacks the target. If the user's previous move has failed, the power of this move doubles.	10	Yes	24	Single adjacent Pokémon	9	Driven by frustration, the user attacks the target. If the user’s previous move has failed, the power of this move doubles.	OK	
Stone Edge	Rock	Physical	100	16	0	Stone Edge deals damage and uses critical dice.	5	No	50	Single adjacent Pokémon	34	The user stabs the target from below with sharpened stones. Critical hits land more easily.	OK	
Stored Power	Psychic	Special	-	20	0	Stored Power deals varying damage based on the user's stat increases. It starts at base power 20 and increases by 20 for each net stat boost the user has received, including Evasion and Accuracy. In other words the power is: (20 × NumIncreases) + 20	10	No	1	Single adjacent Pokémon	14	The user attacks the target with stored power. The more the user’s stats are raised, the greater the move’s power.	OK	
Storm Throw	Fighting	Physical	90	20	0	When targeting Pokémon who are immune to critical hits, such as with the abilities Battle Armor or Shell Armor, or those under the effect of Lucky Chant, Storm Throw will have its base power reduced to 60.	10	Yes	30	Single adjacent Pokémon	2	The user strikes the target with a fierce blow. This attack always results in a critical hit.	OK	
Strange Steam	Fairy	Special	90	19	0	Has a 20% chance (a d20 rolling 17 or higher) of confusing the opponent. 	10	No	1	Single Pokémon within 10m	1	The user attacks the target by emitting steam. This may also confuse the target.	OK	
Strength	Normal	Physical	80	20	0	Strength deals damage with no additional effect in battle.	15	Yes	29	Single adjacent Pokémon	10	The target is slugged with a punch thrown at maximum power.	OK	
Strength Sap	Grass	Status			0	Roll d6 equal to the target's number of Attack dice, and recover that much HP. This Move then lowers the target's Attack stat by one stage. (100% chance)	10	No	25	Single adjacent Pokémon	6	The user restores its HP by the same amount as the target’s Attack stat. It also lowers the target’s Attack stat.	OK	
String Shot	Bug	Status	95	19	0	String Shot lowers the target's Speed by two stages.	40	No	1	All enemy Pokémon within 10m	11	Opposing Pokémon are bound with silk blown from the user’s mouth that harshly lowers the Speed stat.	OK	
Struggle Bug	Bug	Special	50	20	0	Struggle Bug deals damage and lowers the target's Special Attack by one stage.	20	No	1	All adjacent enemy Pokémon	16	While resisting, the user attacks opposing Pokémon. This lowers the Sp. Atk stats of those hit.	OK	
Stuff Cheeks	Normal	Status			0	The user eats its held Berry, then sharply raises its Defense stat by 2 stages. This Move has no effect if the user is not holding a berry.	10	No	10	Self	2	The user eats its held Berry, then sharply raises its Defense stat.	OK	
Stun Spore	Grass	Status		15	0	Stun Spore paralyzes the target, if it hits. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed.	30	No	1	Single Pokémon within 10m	19	The user scatters a cloud of numbing powder that paralyzes the target.	OK	
Submission	Fighting	Physical	80	16	0	Submission deals damage, but the user receives 25% of the damage it inflicts in recoil. In other words, if the attack does 100 HP damage to the opponent, the user will lose 25 HP.	20	Yes	24	Single adjacent Pokémon	6	The user grabs the target and recklessly dives for the ground. This also damages the user a little.	OK	
Substitute	Normal	Status			0	The user sacrifices at least 20% of their current HP to create a decoy that takes damage for attacks in the user's place. The substitute's HP is equal to the amount sacrificed, and cannot be restored using healing or similar effects. The user may choose to spend more than the minimum amount of HP to make the substitute stronger.	10	No	40	Self	6	The user creates a substitute for itself using some of its HP. The substitute serves as the user’s decoy.	OK	It's more interesting if they have the option of pouring more HP into the substitute
Sucker Punch	Dark	Physical	80	20	1	Sucker Punch deals damage and has a priority of +1. However, the Move only works if the target is preparing a delayed attack such as Solar Beam or in the middle of a multi-turn attack such as Rage.	5	Yes	25	Single adjacent Pokémon	55	This move enables the user to attack first. This move fails if the target is not readying an attack.	OK?	reinterpreted the effect and increased power slightly
Sunny Day	Fire	Status			0	Sunny Day causes bright sunlight that lasts for 5 turns, and induces additional effects. The power of Fire-type moves increases by 50%. The power of Water-type moves decreases by 50%. The accuracy of Thunder and Hurricane lowers by 50%. Solar Beam and Solar Blade do not require the charging turn and attack straight away. Growth raises the user's Attack and Special Attack two stages each. The moves Synthesis and Morning Sun recover additional HP. Pokémon with the ability Chlorophyll double their speed. Pokémon with the ability Dry Skin take 2d6 damage at the end of each of their turns. Pokémon with the ability Leaf Guard cannot be afflicted by major status conditions (though existing conditions remain). The Special Attack of Pokémon with the ability Solar Power increases by 50%. Cherrim changes into Sunshine Form and its ability Flower Gift increases Attack and Special Defense. Castform changes to Sunny Form. Pokémon cannot be frozen. This Move cannot be used during nighttime.	5	No	39	Weather in 50m radius	19	The user intensifies the sun for five turns, powering up Fire-type moves. It lowers the power of Water-type moves.	OK?	So many side effects.... Also added "can't use this in the middle of the night" clause.
Sunsteel Strike	Steel	Physical	100	20	0	This Move ignores the target's ability.	5	Yes	1	Single adjacent Pokémon	1	The user slams into the target with the force of a meteor. This move can be used on the target regardless of its Abilities.	OK	
Super Fang	Normal	Physical	90	18	0	Always takes off half of the opponent's current HP.	10	Yes	48	Single adjacent Pokémon	9	The user chomps hard on the target with its sharp front fangs. This cuts the target’s HP in half.	OK	
Superpower	Fighting	Physical	120	20	0	Superpower deals damage but lowers the user's Attack and Defense by one stage each after attacking.	5	Yes	51	Single adjacent Pokémon	33	The user attacks the target with great power. However, this also lowers the user’s Attack and Defense stats.	OK	
Supersonic	Normal	Status	55	11	0	Supersonic causes the target to become confused. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused. Soundproof also prevents this move.	20	No	4	Single Pokémon within 10m	35	The user generates odd sound waves from its body that confuse the target.	OK	
Surf	Water	Special	90	20	0	If the opponent is hidden underwater from using Dive, Surf will hit with double power.	15	No	40	All Pokémon within a 5m x 10m area (does not have to originate from the user)	22	The user attacks everything around it by swamping its surroundings with a giant wave.	OK	changed to an arbitrary line AOE
Surging Strikes	Water	Physical	25	20	0	This move strikes 3 times. It always uses critical dice and ignores stat changes on the target	5	Yes	1	Single adjacent Pokémon	1		OK	
Swagger	Normal	Status	85	17	0	Swagger confuses the target but raises their Attack by two stages. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused.	15	No	24	Single adjacent Pokémon	50	The user enrages and confuses the target. However, this also sharply raises the target’s Attack stat.	OK	
Swallow	Normal	Status			0	Swallow recovers a varying amount of HP depending on how many times the user has used Stockpile. It recovers 25%, 50% or 100% of the user's maximum HP if the user stockpiled one, two or three times respectively. Swallow also removes the Defense and Special Defense boosts given through Stockpile.	10	No	16	Self	18	The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP.	OK	
Sweet Kiss	Fairy	Status	75	15	0	Sweet Kiss causes the target to become confused. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused.	10	No	1	Single adjacent Pokémon	23	The user kisses the target with a sweet, angelic cuteness that causes confusion.	OK	
Sweet Scent	Normal	Status	100	20	0	Sweet Scent lowers the target's Evasion by one stage.	20	No	12	All enemy Pokémon within 5m	35	A sweet scent that harshly lowers opposing Pokémon’s evasiveness.	OK	
Swift	Normal	Special	60	∞	0	Swift deals damage and ignores changes to the Accuracy and Evasion stats. However, it will not hit Pokémon during the invulnerable stage of Bounce, Dig, Dive, Fly, Shadow Force or Sky Drop.	20	No	7	Single Pokémon within 10m	27	Star-shaped rays are shot at opposing Pokémon. This attack never misses.	OK	
Switcheroo	Dark	Status			0	Switcheroo switches held items with the target. It does not require both Pokémon to be holding an item, in which case the item is simply given to the target or received from it. Pokémon with the ability Sticky Hold cannot have their held item removed. The Griseous Orb cannot be removed from Giratina; Type Plates cannot be removed from Arceus; Drives cannot be removed from Genesect; and Mega Stones cannot be removed from their respective Pokémon.	10	No	1	Single adjacent Pokémon	10	The user trades held items with the target faster than the eye can follow.	OK	
Swords Dance	Normal	Status			0	Swords Dance raises the user's Attack by two stages.	20	No	40	Self	51	A frenetic dance to uplift the fighting spirit. This sharply raises the user’s Attack stat.	OK	
Synchronoise	Psychic	Special	120	20	0	Synchronoise hits all adjacent Pokémon that share a type with the user. Dual type Pokémon match either of their types, so for example a Normal/Flying Pokémon using Synchronoise will hit a Flying/Dragon type.	10	No	44	All Pokémon within 10m which match type	18	Using an odd shock wave, the user inflicts damage on any Pokémon of the same type in the area around it.	OK	
Synthesis	Grass	Status			0	The user recovers 50% of their maximum HP. If Sunny Day is active, this increases to 75%. If Rain, Hail, or Sandstorm is in effect, this decreases to 25%.	5	No	25	Self	27	The user restores its own HP. The amount of HP regained varies with the weather.	OK	
Tackle	Normal	Physical	40	20	0	Tackle is one of the most common and basic moves a Pokémon learns. It deals damage with no additional effects.	35	Yes	1	Single adjacent Pokémon	204	A physical attack in which the user charges and slams into the target with its whole body.	OK	
Tail Glow	Bug	Status			0	Tail Glow raises the user's Special Attack by three stages.	20	No	22	Self	3	The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat.	OK	
Tail Slap	Normal	Physical	25	17	0	Tail Slap hits 1d4+1 times per turn used. See rules on "Multi-Hit Moves" for details.	10	Yes	40	One or more adjacent Pokémon	4	The user attacks by striking the target with its hard tail. It hits the target two to five times in a row.	OK	
Tail Whip	Normal	Status			0	Tail Whip lowers the target's Defense by one stage.	30	No	1	All opponent Pokémon within 10m	70	The user wags its tail cutely, making opposing Pokémon less wary and lowering their Defense stats.	OK	
Tailwind	Flying	Status			0	Tailwind doubles the speed of all allied Pokémon for 4 turns.	15	No	35	Self and all ally Pokémon within 20m	31	The user whips up a turbulent whirlwind that ups the Speed stats of the user and its allies for four turns.	OK	
Take Down	Normal	Physical	90	17	0	Take Down deals damage, but the user receives 25% of the damage it inflicted in recoil. In other words, if the attack does 100 HP damage to the opponent, the user will lose 25 HP.	20	Yes	36	Single adjacent Pokémon	99	A reckless, full-body charge attack for slamming into the target. This also damages the user a little.	OK	
Tar Shot	Rock	Status	100	20	0	Lowers the opponent's Speed by one stage. It also reduces their defense against Fire-type moves by 2 stages. This is treated as a stat decrease but is not tied to any particular stat. The condition can be removed by using a Water-type move on the affected Pokémon.	15	No	1	Single Pokémon within 10m	1	The user pours sticky tar over the target, lowering the target’s Speed stat. The target becomes weaker to Fire-type moves.	OK?	Added the ability to use water moves to undo the debuff
Taunt	Dark	Status	100	20	0	Taunt prevents the target from using Status-category moves for three turns.	20	No	12	Single Pokémon within view	53	The target is taunted into a rage that allows it to use only attack moves for three turns.	OK	
Tearful Look	Normal	Status			0	The user gets teary eyed to make the target lose its combative spirit. This lowers the target's Attack and Sp. Atk stats. (100% chance)	20	No	16	Single Pokémon within view	10	The user gets teary eyed to make the target lose its combative spirit. This lowers the target’s Attack and Sp. Atk stats.	OK	
Teatime	Normal	Status			0	Forces all Pokémon on the field to eat a berry from their inventory, if they have one. Pokémon who are holding a berry must eat that one. Otherwise, Pokémon with one or more berries in their inventory must choose one.	10	No	1	All Pokémon within view	1	The user has teatime with all the Pokémon in the battle. Each Pokémon eats its held Berry.	OK	Allowed this to use inventory Berries and not just held ones. This is just a really silly move and I want it to see more use.
Techno Blast	Normal	Special	120	20	0	Techno Blast deals damage. Its type changes depending on the held Drive: Normal type if no Drive is held. Fire type if Burn Drive is held. Ice type if Chill Drive is held. Water type if Douse Drive is held. Electric type if Shock Drive is held. Techno Blast is the signature move of Genesect.	5	No	84	1m x 20m line originating from the user	1	The user fires a beam of light at its target. The move’s type changes depending on the Drive the user holds.	OK	Changed to AOE beam
Teeter Dance	Normal	Status			0	Teeter Dance causes all adjacent Pokémon to become confused. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused.	20	No	34	All Pokémon within 10m	10	The user performs a wobbly dance that confuses the Pokémon around it.	OK	
Telekinesis	Psychic	Status			0	Telekinesis raises the target into the air their next three turns, guaranteeing that all attacks against the target will hit, regardless of Accuracy or Evasion. The target loses normal movement, and instead the user can spend their action to move the target up to 20m on their turn. The target gains the usual benefits of being raised, e.g. immunity to Ground-type moves. The effect is cancelled if the raised Pokémon is hit by Smack Down, or if the user is made to Flinch or uses a different Move. Telekinesis can also be used out-of-battle to move objects remotely, in which case it is treated as an area of effect which can target either a single large object or multiple small objects (at GM's discretion).	15	No	40	Single Pokémon within view	7	The user makes the target float with its psychic power. The target is easier to hit for three turns.	OK	Clarified movement rules to allow the user to move their target around, and added guidance for out-of-battle use.
Teleport	Psychic	Status			-6	At the beginning of their next turn, the user teleports to any space they can clearly visualize. Teleport can be used to escape from trapping or grabbing moves such as Wrap, Block, and Sky Drop. Only the user and their held items may Teleport. Teleport may be used out of battle to access hard-to-reach areas that the user has clearly seen before.	20	No	1	Self	16		OK	Made this move more useful by allowing it to escape binds and traps, and adding guidance for out-of-battle use.
Terrain Pulse	Normal	Special	80	20	0	The user utilizes the power of the terrain to attack. This move’s type is determined by the terrain its user is standing on.	10	No	40	Single Pokémon within 10m	0		OK?	The terrain-specific rules are kind of left to the imagination...
Thief	Dark	Physical	60	20	0	Thief deals damage and steals the target's held item, if the user is not holding an item. If the item would activate on attack (e.g. Focus Band), it does so before being stolen. If the item is consumable on attack (e.g. Focus Sash) then the item is consumed as normal and cannot be stolen. Pokémon with the ability Sticky Hold cannot have their held item removed. The Griseous Orb cannot be removed from Giratina; Type Plates cannot be removed from Arceus; Drives cannot be removed from Genesect; and Mega Stones cannot be removed from their respective Pokémon.	25	Yes	1	Single adjacent Pokémon	1	The user attacks and steals the target’s held item simultaneously. The user can’t steal anything if it already holds an item.	OK?	Change this so it can steal a random object from target inventory if there is no held item?
Thousand Arrows	Ground	Physical	90	20	0	Thousand Arrows deals damage and knocks the target(s) to the ground. Any raised Pokémon now become susceptible to Ground moves and Arena Trap. Raised Pokémon are any Flying types or those under the effects of Levitate, Magnet Rise or Telekinesis. Thousand Arrows can hit Pokémon using Fly or Bounce and will bring them back down to the ground, thus cancelling the moves. It can also hit Pokémon using Sky Drop but does not knock them to the ground. It does not knock down Substitutes but deals damage to the Substitute as normal.	10	No	1	All raised enemy Pokémon within 10m	1	This move also hits opposing Pokémon that are in the air. Those Pokémon are knocked down to the ground.	OK	
Thousand Waves	Ground	Physical	90	20	0	Thousand Waves deals damage and prevents the target(s) from moving normally until they resolve the Stunned status effect	10	No	1	All enemy Pokémon within 10m	1	The user attacks with a wave that crawls along the ground. Those it hits can’t flee from battle.	OK	
Thrash	Normal	Physical	120	20	0	The user of Thrash attacks for 3 turns (including this one), during which it loses its regular action (but not movement), and then becomes confused. A new target may be chosen for each attack. The user cannot cancel the move on their own. However, if Thrash is disrupted (e.g. if the move misses, the user flinches, the user cannot attack due to paralysis, or no more targets are within range) then it will stop and not cause confusion. Pokémon with the ability Own Tempo or those behind a Substitute cannot be confused.	10	Yes	48	Single adjacent Pokémon	50	The user rampages and attacks for two to three turns. The user then becomes confused.	OK	
Throat Chop	Dark	Agility	80	20	0	Throat Chop deals damage and prevents the target from using sound-based moves such as Hyper Voice for their next two turns.	15	Yes	40	Single adjacent Pokémon	4	The user attacks the target’s throat, and the resultant suffering prevents the target from using moves that emit sound for two turns.	OK	
Thunder	Electric	Special	110	14	0	Thunder deals damage and has a 30% chance (a d20 rolls 15 or higher) of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed. If used during rain, Thunder ignores accuracy. Conversely, if used during intense sunlight, its accuracy drops to 10. Thunder can hit Pokémon during the first stage of Bounce, Fly or Sky Drop.	10	No	54	Single Pokémon within 10m	17	A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.	OK	
Thunder Cage	Electric	Special	40	18	0	Thunder Cage inflicts damage immediately and then traps the opponent. See rules on "Trap Moves" for details.	15	No	36	Single Pokémon within 10m	1	The user traps the target in a cage of sparking electricity for four to five turns.	OK	
Thunder Fang	Electric	Physical	65	19	0	Thunder Fang deals damage, has a 10% chance (a d20 rolls 19 or higher) of paralyzing the target, and has a 10% chance of causing the target to flinch. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed. Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch.	15	Yes	1	Single adjacent Pokémon	12	The user bites with electrified fangs. This may also make the target flinch or leave it with paralysis.	OK	
Thunder Punch	Electric	Agility	75	20	0	Thunder Punch deals damage and has a 10% chance (a d20 rolls 19 or higher) of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed.	15	Yes	1	Single adjacent Pokémon	12	The target is punched with an electrified fist. This may also leave the target with paralysis.	OK	
Thunder Shock	Electric	Special	40	20	0	Thunder Shock deals damage and has a 10% chance (a d20 rolls 19 or higher) of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed.	30	No	1	Single Pokémon within 10m	47	A jolt of electricity crashes down on the target to inflict damage. This may also leave the target with paralysis.	OK	
Thunder Wave	Electric	Status		18	0	Thunder Wave paralyzes the opponent. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed.	20	No	20	Single Pokémon within 10m	37	The user launches a weak jolt of electricity that paralyzes the target.	OK	
Thunderbolt	Electric	Special	90	20	0	Thunderbolt deals damage and has a 10% chance (a d20 rolls 19 or higher) of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed.	15	No	36	Single Pokémon within 10m	12	A strong electric blast crashes down on the target. This may also leave the target with paralysis.	OK	
Thunderous Kick	Fighting	Physical	90	20	0	Lowers opponent's Defense. (100% chance)	10	Yes	45	Single adjacent Pokémon	1	The user overwhelms the target with lightning-like movement before delivering a kick. This also lowers the target’s Defense stat.	OK	
Tickle	Normal	Status			0	Tickle lowers the target's Attack and Defense by one stage each.	20	No	8	Single adjacent Pokémon	10	The user tickles the target into laughing, reducing its Attack and Defense stats.	OK	
Topsy-Turvy	Dark	Status			0	Topsy-Turvy reverses the stat changes of the target Pokémon. For example, if the target has boosted their attack by 2 stages using Swords Dance, Topsy-Turvy will reduce their Attack down to -2 stages. Similarly, if the opponent has used Draco Meteor (lowering their Special Attack), Topsy-Turvy will raise their Special Attack to +2 stages.	20	No	50	Single Pokémon with 20m	3	All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.	OK	
Torment	Dark	Status			0	The target cannot use the same move twice in a row until they resolve the Tormented status effect. The check for naturally resolving this effect is a d20 rolling 17 or higher, instead of the normal DC of 15.	15	No	16	Single Pokémon with 20m	19	The user torments and enrages the target, making it incapable of using the same move twice in a row.	OK?	Changed to be a regular status effect except with a higher DC
Toxic	Poison	Status	90	18	0	Toxic inflicts damage and causes the target to be badly poisoned. Pokémon that are badly poisoned will lose an increasing amount of HP at the end of each turn. The affected Pokémon will take 2d6 poison damage at the end of the first turn, which then increases by 2d6 each turn. In other words, the damage is 2d6, 4d6, 6d6, and so on. Toxic doesn't affect Pokémon already affected by a major status ailment, Pokémon behind a Substitute nor Poison- or Steel-type Pokémon.	10	No	36	Single adjacent Pokémon	47	A move that leaves the target badly poisoned. Its poison damage worsens every turn.	OK?	Is this balanced? With poison-curing items it should be fine, but otherwise it's almost certain death
Toxic Spikes	Poison	Status			0	Toxic Spikes lays a trap of poisonous spikes on the ground, which poison Pokémon which cross over them. The spikes will not poison any raised Pokémon, nor does it affect Poison or Steel types, nor Pokémon with the abilities Immunity or Magic Guard. Raised Pokémon are any Flying types or those under the effects of Levitate, Magnet Rise or Telekinesis. Toxic Spikes can be cleared from the field using Defog or by a Flying-type move being used directly on them. Poison type Pokémon (that are not raised) will also absorb the spikes, removing them from the field.	20	No	20	5m diameter circle within 10m	17	The user lays a trap of poison spikes at the feet of the opposing team. The spikes will poison opposing Pokémon that switch into battle.	OK	changed to AOE terrain trap
Toxic Thread	Poison	Status			0	Inflicts the Poison status and lowers target's Speed by one stage. (100% chance)	20	No	63	Single Pokémon with 20m	2	The user shoots poisonous threads to poison the target and lower the target’s Speed stat.	OK	
Transform	Normal	Status			0	The user takes on the appearance, Ability, Type, and Moves of another nearby Pokémon. Stats, Level, HP, and buffs / debuffs remain unchanged. The level requirement of transformed Moves is enforced when attempting to use them. The transformation lasts for as long as the user wishes, or until they are Fainted.	10	No	80	Single Pokémon with view	2	The user transforms into a copy of the target right down to having the same move set.	OK?	This one seems potentially overpowered but could also have a lot of interesting narrative use so I want to make it viable. Enforcing the move level requirement nerfs it a bit (so you can't just Transform into the boss and then use their uber moves).
Tri Attack	Normal	Special	80	20	0	Tri Attack deals damage and has a 20% chance of paralyzing, burning or freezing the target. Roll a d20 and apply a status effect if it is 17 or higher. Roll a d4 to determine the effect: 1 = Paralyze, 2 = Burn, 3 = Freeze, 4 = Any one of your choice. Fire type Pokémon, those with the ability Water Veil or those behind a Substitute cannot be burned. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed. Ice type Pokémon, those with the ability Magma Armor or those behind a Substitute cannot be frozen.	10	No	1	Single adjacent Pokémon	11	The user strikes with a simultaneous three-beam attack. This may also burn, freeze, or paralyze the target.	OK	
Trick	Psychic	Status			0	Trick switches held items with the target. It does not require both Pokémon to be holding an item, in which case the item is simply given to the target or received from it. Pokémon with the ability Sticky Hold cannot have their held item removed. The Griseous Orb cannot be removed from Giratina; Type Plates cannot be removed from Arceus; Drives cannot be removed from Genesect; and Mega Stones cannot be removed from their respective Pokémon.	10	No	45	Single adjacent Pokémon	9	The user catches the target off guard and swaps its held item with its own.	OK	
Trick Room	Psychic	Status			-7	The turn order for the battle is instantly reversed. Combatants which enter the battle after Trick Room is used will be inserted into the order as usual.	5	No	70	Targets the entire field.	3	The user creates a bizarre area in which slower Pokémon get to move first for five turns.	OK?	This one is kind of meta but I like it. It could mess with everyone's brains trying to figure out "how many turns have passed" for things like weather effects and recharges though...
Trick-or-Treat	Ghost	Status	100	20	0	Trick-or-Treat adds the Ghost type to the target. If the target is dual-typed they essentially become a triple-typed Pokémon. It fails if one of the Pokémon's types is already Ghost. If the target is under the effect of Forest's Curse the Grass type is replaced by Ghost.	20	No	12	Single Pokémon within view	8	The user takes the target trick-or-treating. This adds Ghost type to the target’s type.	OK	
Triple Axel	Ice	Physical	20	18	0	Triple Axel deals damage and will strike three times, with each kick's base power increasing by 20. In other words the blows will be base power 20, 40 and 60 - a total of 120. Each hit has its own accuracy check, and if one kick misses, the move ends. See the rules for "Multi-Hit Moves" for more details.	10	Yes	40	Single adjacent Pokémon	0		OK	
Triple Kick	Fighting	Physical	10	18	0	Triple Kick deals damage and will strike three times, with each kick's base power increasing by 10. In other words the blows will be base power 10, 20 and 30 - a total of 60. Each hit has its own accuracy check, and if one kick misses, the move ends. See the rules for "Multi-Hit Moves" for more details.	10	Yes	30	Single adjacent Pokémon	2	A consecutive three-kick attack that becomes more powerful with each successful hit.	OK	
Trop Kick	Grass	Physical	70	20	0	Trop Kick deals damage and lowers the target's Attack by one stage.	15	Yes	1	Single adjacent Pokémon	1	The user lands an intense kick of tropical origins on the target. This also lowers the target’s Attack stat.	OK	
Trump Card	Normal	Special	-	-	0	The user of this move chooses its power on each use. Accuracy decreases inversely to power level. The base power and accuracy start at 20/20. For every +20 increase in power, the accuracy decreases by 3. So you can choose 20/20, 40/17, 60/14, 80/11, 100/8, 120/5, or 140/2.	5	Yes	45	Single adjacent Pokémon	4	The fewer PP this move has, the greater its power.	OK?	Switched to a gambling mechanic for high risk - high reward
Twineedle	Bug	Physical	25	20	0	Twineedle deals damage and will strike twice (with 25 base power each time). It has a 20% chance (a d20 rolls 17 or higher) of poisoning the target on each hit. Poison or Steel type Pokémon, those with the ability Immunity or those behind a Substitute cannot be poisoned. See rules on "Multi-Hit Moves" for more details.	20	No	13	One or two adjacent Pokémon	3	The user damages the target twice in succession by jabbing it with two spikes. This may also poison the target.	OK	
Twister	Dragon	Special	40	20	0	Twister deals damage and has a 30% chance (a d20 rolls 15 or higher) of causing the target to flinch. Pokémon with the ability Inner Focus or those behind a Substitute cannot be made to flinch. Twister can hit Pokémon during the invulnerable stages of Bounce, Fly and Sky Drop - and in the case of Bounce and Fly, inflicts double damage.	20	No	1	5m diameter circle within 10m	12	The user whips up a vicious tornado to tear at opposing Pokémon. This may also make them flinch.	OK	changed to AOE
U-turn	Bug	Physical	70	20	0	After making its attack, the user swaps places with an ally Pokémon within movement range	20	Yes	30	Single adjacent Pokémon	13	After making its attack, the user rushes back to switch places with a party Pokémon in waiting.	OK	copied from Flip Turn / Volt Switch
Uproar	Normal	Special	90	20	0	For this and the user's next 2 turns, they inflict damage on a single adjacent target. The user must declare and lock in their next target at the end of each turn. Regular movement is allowed during these turns. If no targets are available, the Move still continues but deals no damage. During this time, no Pokémon on the field will be able to sleep, and any sleeping Pokémon will be woken up. Once started, the user cannot cancel the attack on their own.	10	No	36	Single adjacent Pokémon	35	The user attacks in an uproar for three turns. During that time, no Pokémon can fall asleep.	OK?	Nerfed a bit (similar to Rollout) by forcing the next target to be declared in advance so they can react to it.
V-create	Fire	Physical	180	19	0	V-create deals damage but lowers the user's Defense, Special Defense and Speed by one stage each after attacking.	5	Yes	1	Single adjacent Pokémon	1	With a hot flame on its forehead, the user hurls itself at its target. This lowers the user’s Defense, Sp. Def, and Speed stats.	OK	
Vacuum Wave	Fighting	Special	40	20	1	Vacuum Wave deals damage and has a priority of +1. Moves with a higher priority always go first, regardless of a Pokémon's speed. If two moves with the same priority are used, the faster Pokémon goes first as usual.	30	No	1	Single Pokémon within 10m	2	The user whirls its fists to send a wave of pure vacuum at the target. This move always goes first.	OK	
